run,T,horizon,p,h_estimator,file,alpha,seed,H_theory,H_fit,H_whittle,d,n_train,n_test,n_fc,acf_dev,mse_norros_f,mse_linearP_f,mse_farima_f,mse_persist,mase_norros_f,mase_linearP_f,mase_farima_f,mase_persist
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.04_s03.csv,1.04,3,0.98,0.9600000000000004,0.9945122370615928,0.4896519841525691,5040,1440,1392,0.18194851886546082,7357545785862.606,7311466367214.586,7332284577151.213,8944846641712.54,0.9093231844370911,0.9044378229613457,0.9062640629847445,0.9995228171840808
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.04_s04.csv,1.04,4,0.98,0.9600000000000004,0.9601297668685159,0.46900485528221475,5040,1440,1392,0.22652759497699548,8461910353987.809,8434097615299.1455,8423021476980.144,9787072037008.861,0.9242794352851492,0.922179105369914,0.9218407866041054,0.9999093175486465
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.04_s05.csv,1.04,5,0.98,0.9850000000000004,0.9986010125069229,0.4876079914705387,5040,1440,1392,0.3221578882038072,8111294492295.694,8115313989242.4795,8121541057998.813,9433441905609.578,0.9335926247132963,0.9357342841626313,0.9354178700145119,1.0015596247229692
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.04_s06.csv,1.04,6,0.98,0.9900000000000004,0.9989955709023228,0.47577168578911894,5040,1440,1392,0.3679573896955908,8051184899117.21,8015724119557.982,8005071324618.519,9352515647333.9,0.9245672071565496,0.9225934083619773,0.9217853151393439,1.0000309705811241
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.04_s07.csv,1.04,7,0.98,0.9650000000000004,0.9830277471771112,0.46404968840653926,5040,1440,1392,0.28493557023970056,9279664245228.445,9231282374605.836,9239702373510.535,11059624636076.115,0.91072135524908,0.9078856334226364,0.9079446519258109,0.9995432596094517
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.04_s08.csv,1.04,8,0.98,0.9550000000000004,0.9394232380947929,0.45176496166249386,5040,1440,1392,0.33031670026084703,10146324749578.814,10123764612022.367,10122293750201.012,12023684002183.186,0.9110104999563879,0.9110718358402367,0.9108345418443952,0.9995885850641704
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.04_s09.csv,1.04,9,0.98,0.9700000000000004,0.9660043320173523,0.47529494099245356,5040,1440,1392,0.32321945215797426,8296422235349.659,8294133409604.311,8292653507400.6045,9692614493287.4,0.9270569915600047,0.9276931685255311,0.927878203124204,1.0008996082547674
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s00.csv,1.24,0,0.88,0.8800000000000003,0.8973589152908962,0.3745459899131839,5040,1440,1392,0.08704977605830994,12990447738915.658,12963426212576.541,12947722662023.438,16178793288391.752,0.894853812426273,0.8939479549506127,0.89359153909676,0.9996675008333958
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s01.csv,1.24,1,0.88,0.8900000000000003,0.9167357994797196,0.371220584322152,5040,1440,1392,0.08375918877724542,12843322372674.598,12839993171327.172,12886290339290.541,16941431250731.336,0.8631489469424755,0.8637609334405733,0.8651281162106931,0.9999271135193666
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s02.csv,1.24,2,0.88,0.8700000000000003,0.9067778498060883,0.3620104867686524,5040,1440,1392,0.08404282336807406,13622087993560.768,13591758515165.414,13551352161898.523,16825825580113.535,0.8911711379163149,0.8914002130139032,0.8905542749606284,0.9996714733445384
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s03.csv,1.24,3,0.88,0.8650000000000003,0.8529973209490916,0.38822169460267114,5040,1440,1392,0.07521628181674672,14105391851913.482,14151054156720.127,14165757814132.45,18118437808335.457,0.8809601348525463,0.8833494486998126,0.8843418245846062,1.000395847863784
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s04.csv,1.24,4,0.88,0.8850000000000003,0.8837208892850373,0.3650534477596205,5040,1440,1392,0.08408635715331753,13881477291042.938,13861080799486.006,13846537676320.719,17490797677147.11,0.8992400983536017,0.89859656496798,0.8983685709192926,0.999427521100859
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s05.csv,1.24,5,0.88,0.8750000000000003,0.8424903234901214,0.3663641742477649,5040,1440,1392,0.12664727621964805,13640663948900.0,13651106460252.018,13653162842861.463,17343292882122.34,0.8769625122389423,0.8781220490539988,0.8786071576511297,1.0006081049364806
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s06.csv,1.24,6,0.88,0.8950000000000004,0.8450543625550072,0.3769639199390849,5040,1440,1392,0.15744904704870377,14069976977513.469,14014024610049.945,13981680449974.236,17569920227088.193,0.8889675902361598,0.8873022002622363,0.8867956648475408,0.9998041746065592
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s07.csv,1.24,7,0.88,0.8700000000000003,0.8451451365737153,0.3384091773920918,5040,1440,1392,0.09164733359548982,13264246440573.078,13238654778347.31,13274518359372.023,17185839447508.012,0.868070394794996,0.8670829869975514,0.8684961017839323,0.9994342106283179
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s08.csv,1.24,8,0.88,0.8900000000000003,0.8687603639611272,0.37610698764113426,5040,1440,1392,0.1494849230189506,12433477908304.422,12405701992076.465,12418484945953.74,15811592273489.77,0.8864245765564097,0.8861083649546333,0.8866039565991674,1.0013631268737024
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.24_s09.csv,1.24,9,0.88,0.8850000000000003,0.8897625658929036,0.3911646972035017,5040,1440,1392,0.13312382382097765,12992640848863.64,12954294886849.72,12958016964674.178,16742077762184.08,0.8921807527039827,0.8907393190829717,0.8905412158613077,0.9996739748988391
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s00.csv,1.44,0,0.78,0.7950000000000003,0.7859951419606179,0.2839641787181898,5040,1440,1392,0.04078657921685455,6529240125366.109,6531267340728.052,6545109252952.26,9238824185857.889,0.8345623994963841,0.8349660093939467,0.8359628108545855,0.9994697761807613
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s01.csv,1.44,1,0.78,0.7800000000000002,0.7303443579408336,0.2583155946533329,5040,1440,1392,0.05945686835433517,6829334057727.457,6822441569706.644,6823065044341.025,9812278920438.764,0.8348555507224504,0.8348883698439252,0.8347942244130582,0.9994302024526331
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s02.csv,1.44,2,0.78,0.7900000000000003,0.7591365564066291,0.3044144384564783,5040,1440,1392,0.030808024500100034,6142574462847.134,6125035861745.509,6132464526764.789,8582193662941.049,0.8437898962445969,0.8430682786151512,0.8435671648146934,0.9996063289104354
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s03.csv,1.44,3,0.78,0.7800000000000002,0.7980098683231748,0.25697558540339904,5040,1440,1392,0.044479612465744306,6874822331965.491,6870957007412.104,6868195410279.664,9739625997459.705,0.8346789756197577,0.8340379210443434,0.8341727251559766,1.001300910757191
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s04.csv,1.44,4,0.78,0.7750000000000002,0.7771099956443108,0.26881342574787837,5040,1440,1392,0.03237328088045488,6967717000836.874,6963178405130.92,6956155572633.586,9711165639701.395,0.8389315153892806,0.8385524747819222,0.838284706270977,0.9995290254201563
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s05.csv,1.44,5,0.78,0.8050000000000003,0.7696429910886742,0.2638360185413879,5040,1440,1392,0.05113417298604486,6682050934681.677,6672293699260.915,6666040504693.963,9416593248247.254,0.8449492482715572,0.8439518019478639,0.8431379304884835,0.9994526528371657
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s06.csv,1.44,6,0.78,0.7950000000000003,0.8376398582606228,0.31448037443159615,5040,1440,1392,0.01738181662850477,5964333441692.59,5944820974034.122,5941011328419.769,8398443640468.9795,0.8377757163077076,0.8363473939407404,0.8363277994406342,0.9998526955593681
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s07.csv,1.44,7,0.78,0.7850000000000003,0.782633164291704,0.27750422015214404,5040,1440,1392,0.03559512074188903,6866932186625.5,6866585317947.527,6860074982336.499,9458332841680.297,0.8388423709084775,0.8393612825703073,0.8390089479709614,0.9995992298389553
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s08.csv,1.44,8,0.78,0.7900000000000003,0.7794992828894476,0.2613615628141265,5040,1440,1392,0.04987379886642579,6777854064789.319,6766193032956.68,6760775773100.567,9501031213224.273,0.8445182620391091,0.8440110918850846,0.8436834694345744,0.9994725852554956
2026-08-13 12:55:00,48,1,2,fit,onoff_a1.44_s09.csv,1.44,9,0.78,0.7900000000000003,0.8041448443165342,0.30820847241051363,5040,1440,1392,0.017378111291139198,6458851769822.684,6445923969594.61,6459505251163.048,9185383258940.742,0.8449523792051299,0.8438484547628972,0.8447999453731158,0.9996280265068891
