idx,date,truth,season,norros_f,linearP_f,farima_f,persist
7362,2001-11-08 03:00:00,693096082576.0,0.0,852544630100.9958,863018509341.0073,826470294552.1261,775291451720.0
7363,2001-11-08 03:10:00,627348390552.0,0.0,798109281864.4928,808505070504.5269,744922233017.7053,693096082576.0
7364,2001-11-08 03:20:00,630935164440.0,0.0,744562914249.6672,757935891710.5383,685402177123.012,627348390552.0
7365,2001-11-08 03:30:00,559571403752.0,0.0,734914689101.5302,750788928041.5791,694795777765.9985,630935164440.0
7366,2001-11-08 03:40:00,671406051216.0,0.0,682465432652.8627,695786180909.4081,622185087411.4056,559571403752.0
7367,2001-11-08 03:50:00,859328228408.0,0.0,740582095153.7598,758946163299.7426,737101539049.626,671406051216.0
7368,2001-11-08 04:00:00,765644317840.0,0.0,862418600587.3313,875189072970.4136,906929432263.7295,859328228408.0
7369,2001-11-08 04:10:00,787874217696.0,0.0,819694846612.8185,820861864416.802,791387310937.3276,765644317840.0
7370,2001-11-08 04:20:00,799206434464.0,0.0,830990617548.4849,839799227199.5034,821783561901.3474,787874217696.0
7371,2001-11-08 04:30:00,800347779528.0,0.0,839068374051.8253,845583312540.6117,830420085080.4448,799206434464.0
7372,2001-11-08 04:40:00,873947372952.0,0.0,840179873402.8733,846147433216.5411,828960782928.8813,800347779528.0
7373,2001-11-08 04:50:00,668790305904.0,0.0,887005840267.0117,894067413323.5645,901792271531.5126,873947372952.0
7374,2001-11-08 05:00:00,807170009360.0,0.0,760875387813.1813,760205009794.4944,688375817054.3684,668790305904.0
7375,2001-11-08 05:10:00,673583290184.0,0.0,831703720791.3074,845935169444.4952,847238506426.128,807170009360.0
7376,2001-11-08 05:20:00,701524801264.0,0.0,750629510809.9135,751851117145.1516,697720885244.1478,673583290184.0
7377,2001-11-08 05:30:00,690026594368.0,0.0,758036833952.1193,769111110358.3899,740072886864.3125,701524801264.0
7378,2001-11-08 05:40:00,746093489240.0,0.0,747279503431.7595,754481118669.8524,725120087700.7734,690026594368.0
7379,2001-11-08 05:50:00,747456355168.0,0.0,777999661747.6742,786733164125.595,780296167691.2744,746093489240.0
7380,2001-11-08 06:00:00,600489777248.0,0.0,778378277675.8848,782782337107.6262,771031591413.8624,747456355168.0
7381,2001-11-08 06:10:00,723787413528.0,0.0,684632988530.8163,687149818062.8173,624283231611.4039,600489777248.0
7382,2001-11-08 06:20:00,727206221456.0,0.0,748381157373.4321,761172407828.8523,761714598393.7826,723787413528.0
7383,2001-11-08 06:30:00,720459596304.0,0.0,753490993583.7273,756755792863.9531,748580417351.9491,727206221456.0
7384,2001-11-08 06:40:00,742294763456.0,0.0,750710460458.4209,754949472948.9927,740745368871.3427,720459596304.0
7385,2001-11-08 06:50:00,692135989616.0,0.0,763481405885.8217,768097959902.443,762053232868.2515,742294763456.0
7386,2001-11-08 07:00:00,721381513616.0,0.0,732524137899.0757,734906250340.9176,709615548719.888,692135989616.0
7387,2001-11-08 07:10:00,630345819160.0,0.0,745676848355.0864,751533471004.6685,743368790233.5623,721381513616.0
7388,2001-11-08 07:20:00,746418583920.0,0.0,686201925155.5808,687927386678.4883,647876787161.1188,630345819160.0
