policy,loss_ratio,dropped_Mb,waste_avoidable_pct,waste_unavoidable_pct,served_Mbps,backlog_mean_Mb,backlog_sd_Mb,backlog_max_Mb,backlog_p95_Mb,backlog_p99_Mb,drop_c0_Mb,drop_c1_Mb,drop_c2_Mb,backlog_mean_c0_Mb,backlog_sd_c0_Mb,backlog_max_c0_Mb,backlog_mean_c1_Mb,backlog_sd_c1_Mb,backlog_max_c1_Mb,backlog_mean_c2_Mb,backlog_sd_c2_Mb,backlog_max_c2_Mb,backlog_max_cell_Mb,backlog_mean_cell_max_Mb,backlog_imbalance_Mb,backlog_p95_c0_Mb,backlog_p99_c0_Mb,backlog_p95_c1_Mb,backlog_p99_c1_Mb,backlog_p95_c2_Mb,backlog_p99_c2_Mb,forecast_mase,forecast_sd_ratio,slot_err,forecast_mase_c0,forecast_sd_ratio_c0,forecast_mase_c1,forecast_sd_ratio_c1,forecast_mase_c2,forecast_sd_ratio_c2,forecast_mase_eq,forecast_mase_worst,forecast_sd_ratio_eq,slot_err_c0,slot_err_c1,slot_err_c2,deficit_Mb_per_period,surplus_Mb_per_period,replicate,sample_dt,n_decisions,train_seconds,rho,offered_Mbps,beam_Mbps,buffer_MiB,test_hours,alpha,alpha_c0,H_nominal_c0,alpha_c1,H_nominal_c1,alpha_c2,H_nominal_c2,H_meas_c0,H_meas_c1,H_meas_c2,n_sources,n_sources_c0,n_sources_c1,n_sources_c2,fixed_weights,adaptive_mean,backlog_aware,_rel_fixed
linearp,1.5173162768507121e-05,80.95007526472016,2.503651354034834,0.0,740.9722497093328,1.483671406614314,1.1673680629114083,18.039645350162036,3.273938628068968,6.885896702553711,67.23831987711957,13.711755387600585,0.0,0.44830769356670747,0.6542805141045436,8.249381365549162,0.5354645561516854,0.6855424201379646,8.308001144002969,0.4998991568958283,0.45244054465634986,5.916349997004842,8.308001144002969,0.5354645561516854,0.08715686258497793,0.9118218373740042,3.645957409556783,1.4587454978674443,3.8407900472336602,1.3188541500612918,2.427790348113723,0.922328234942066,0.849762436390102,3.308839464222198,0.92039727863328,0.8546759970761507,0.9218792330315468,0.8378226473067997,0.9289708259807776,0.8576196459981427,0.9237491125485349,0.9289708259807776,0.850039430127031,3.985621850689405,3.745710139402251,2.1951864025749375,0.0705746739564366,9.578733898240486,0,1.5,4800,6300.0,0.9749785283571465,740.9836815514313,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9669874717950928,0.9753160578210996,0.9917845540616493,1500,900,450,150,6|3|1,True,True,-
dlinear,1.4129973733203377e-05,75.3845756907986,2.5035469817623843,0.0,740.9730429385943,1.5263437765845504,1.2066310394011737,18.77005827603045,3.4827906654557284,6.885563373686299,53.80993201178672,21.574643679011874,0.0,0.42816690704791904,0.6047118515661258,8.249381365549162,0.573118280358244,0.7544929130934472,8.388608,0.5250585891783137,0.4934481407437423,5.957672827987498,8.388608,0.573118280358244,0.1449513733103249,0.8377902239163146,3.0856405997290084,1.6982217557614439,4.251716124317449,1.44746356155089,2.6395770053514007,0.9619143184399408,0.8232516503744907,3.331630812076121,1.0004793479564664,0.81687470904471,0.9225712823924381,0.8329396519169613,0.9297500275637834,0.8342004163304121,0.9509335526375627,1.0004793479564664,0.8280049257640277,4.0143020480740885,3.8177905384526474,2.1627998497016283,0.08051561208514982,9.588674836369197,0,1.5,4800,6300.0,0.9749785283571465,740.9836815514313,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9669874717950928,0.9753160578210996,0.9917845540616493,1500,900,450,150,6|3|1,True,True,-
linearp,6.965422927470632e-07,3.683115281764431,3.3679164473979606,0.0,734.4038349997697,1.2191996236771099,0.6259235703028388,12.537267070146228,2.1650135140929,3.8983778915671983,3.683115281764431,0.0,0.0,0.3412109361598464,0.338504370241768,8.134349119063618,0.42375545237422735,0.42085392063749505,7.9879349947582305,0.45423323514304376,0.41622714006259126,6.6204187782544,8.134349119063618,0.45423323514304376,0.11302229898319736,0.7073007684249393,0.9961631314939007,0.8497348355002805,1.953552136633533,1.0903895475401588,2.2003596218915575,0.9243726759509538,0.8441695872811849,3.484495283782828,0.9204627511985959,0.8564645844641451,0.9336492146649581,0.8256100185330412,0.9178054000857643,0.7977303943173738,0.9239724553164393,0.9336492146649581,0.82660166577152,4.11210467371574,3.8540565469016843,2.487324630731059,0.02876438439696379,12.826518045192456,1,1.5,4800,6300.0,0.9663217008926421,734.404492678408,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9998966472230909,0.9592965436830563,0.9720168216069568,1500,900,450,150,6|3|1,True,True,
dlinear,1.765673057793938e-06,9.336371228964406,3.3680219718834965,0.0,734.4030330136766,1.2227793030622762,0.6414264475663565,13.256379416660492,2.2056442703897616,3.972447116664626,9.336371228964406,0.0,0.0,0.364670490402305,0.4179396918915526,8.147418418359202,0.37281222360640087,0.29861967063647793,5.3331704954154935,0.4852965890535682,0.46716472436904816,6.820557988035885,8.147418418359202,0.4852965890535682,0.12062609865126322,0.7249212375744893,1.4943056676489104,0.7425180288755652,1.0588680640603851,1.2693060787956365,2.533375400015053,1.0340340182903043,0.8254707408322907,3.9737772630008674,0.9265560961251491,0.8382902828056833,1.251437973538388,0.7982530055593267,0.9206554221099756,0.8073269365934315,1.0328831639245042,1.251437973538388,0.8146234083194805,4.846301588598114,4.615425846396784,2.4596043540077037,0.030523126658223827,12.828276787453717,1,1.5,4800,6300.0,0.9663217008926421,734.404492678408,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9998966472230909,0.9592965436830563,0.9720168216069568,1500,900,450,150,6|3|1,True,True,
linearp,0.0009886886230711302,5357.906901204377,1.062763040717411,0.0,751.9230008905477,4.98815246478558,4.883726525185482,23.57948555717058,15.916350153732887,19.41974803012674,4329.273976608923,1019.7394977909875,8.893426804467133,2.097440717348419,2.602048418394699,8.290450465974377,1.7824252802225218,2.1829763732781724,8.388608,1.1082864672137764,1.2137174388485141,8.388608,8.388608,2.097440717348419,0.9891542501346428,7.526667228859221,7.867295387186246,7.2381749526532095,7.951417758652714,3.774237277935063,5.632778526330168,0.9202107133667251,0.8216649833969346,3.6700301318171813,0.9208079761716086,0.8216548139039411,0.9256448427629427,0.8273316588232085,0.9091224681863345,0.7998402923587933,0.9185250957069618,0.9256448427629427,0.816275588361981,4.3203290322098304,4.005502587102456,2.684258776139258,0.8212262729662947,4.4875055678612865,2,1.5,4800,6300.0,0.9903518965923808,752.6674414102094,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9101955611003173,0.9998953219630737,0.9125098921665135,1500,900,450,150,6|3|1,True,True,
dlinear,0.0009518565338259962,5158.306237712084,1.0591142406262892,0.0,751.9507317712544,5.125216013984651,4.985313402250408,23.592744393055128,16.391815659987493,19.774750132462692,4018.650175979457,1124.1473420507616,15.508719681865621,1.9924596129790948,2.549872025495463,8.298602328935262,1.879576073552487,2.245062386182642,8.388608,1.25318032745281,1.3190677354874212,8.388608,8.388608,1.9924596129790948,0.7392792855262847,7.503852322297733,7.8511343195666,7.345980175662691,7.967329920223723,4.079302795138953,5.983794101946852,0.9259031168299281,0.7883253232283429,3.671792144832029,0.9329560477116295,0.7743104838417207,0.9223904384295037,0.8131885045225967,0.9147975604875289,0.7791481318098799,0.9233813488762207,0.9329560477116295,0.7888823733913991,4.2868558505491094,4.043493937762392,2.6850266461845846,0.8393704852251672,4.50564978012016,2,1.5,4800,6300.0,0.9903518965923808,752.6674414102094,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9101955611003173,0.9998953219630737,0.9125098921665135,1500,900,450,150,6|3|1,True,True,
linearp,0.00011774186901608234,629.3357762238825,2.331575838082879,0.0,742.2800236305434,2.0179631623557195,2.270947409695499,22.942943941253606,6.156816902392471,13.26499948578358,540.3820052262577,87.89198293256186,1.061788065062834,0.6587401880036923,1.231023175048139,8.26796521712446,0.6915408878163845,1.0376638443780777,8.388608,0.6676820865358415,0.7411344533262325,8.388608,8.388608,0.6915408878163845,0.032800699812692125,2.6897202277952736,7.329050924210744,2.5211984065129935,6.26131530703506,2.1558800506621973,3.8691862073895646,0.9238536276964097,0.8323945265042896,3.540152883116979,0.9222150909423679,0.826690171201768,0.9270545134770917,0.8512595797153011,0.9222861380152311,0.7981693829022803,0.9238519141448968,0.9270545134770917,0.8253730446064499,4.122048514875684,3.8424474116172314,2.6559627228580207,0.17692765692180518,8.993136248636795,3,1.5,4800,6300.0,0.9767994510744341,742.3675828165699,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9622572495351338,0.9966493986152797,0.9298151597994071,1500,900,450,150,6|3|1,True,True,
dlinear,0.00012857119955359374,687.2190525533828,2.332634445729595,0.0,742.2719782124567,1.9330626270246543,2.205109985405788,21.71199144252655,6.198689334931304,12.847744995019362,610.7523973737734,76.37860205291823,0.08805312669104524,0.6934814954076585,1.286496717607066,8.300486003008285,0.6842307695480467,1.0272918613269015,8.388608,0.5553503620688893,0.5948380087980927,8.374826021625644,8.388608,0.6934814954076585,0.1381311333387692,3.1139534500742654,7.373182926097305,2.4948970317459787,6.157040488038433,1.6410780256342203,3.174175111779331,0.962081311521845,0.8116858317378286,3.673520073645341,0.987328557750216,0.8068440378687316,0.9368918822601152,0.8262766726583975,0.9448357368977115,0.788296424979711,0.9563520589693476,0.987328557750216,0.8071390451689466,4.305836557876275,3.835541714479982,2.879181948579766,0.16405182304749286,8.980260414762482,3,1.5,4800,6300.0,0.9767994510744341,742.3675828165699,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9622572495351338,0.9966493986152797,0.9298151597994071,1500,900,450,150,6|3|1,True,True,
linearp,5.507267732060456e-05,292.01090347019647,3.1069131029151733,0.0,736.387460417836,1.502532462763021,1.7461302069845628,21.1444105142091,3.2716458032488456,11.915012579624067,239.25776223725,52.75314123294649,0.0,0.4835127148570303,0.9199133466081847,8.265828063547529,0.5140990715922779,0.8032484394326079,8.388608,0.5049206763137365,0.5158294953770708,7.5872356737415805,8.388608,0.5140990715922779,0.030586356735247535,0.8500851814130382,6.608608207550952,1.1636820445196654,5.143011375691033,1.3536592810260384,2.855918531489261,0.919722144040966,0.8326598584335072,3.4254799149699076,0.9197105660672728,0.8434628376843941,0.9175143982290583,0.8121075727812216,0.923654964018567,0.8114075137601349,0.9202933094382993,0.923654964018567,0.8223259747419168,4.02137126455931,3.789471580837303,2.465596899513111,0.08013082064118347,11.866055351644114,4,1.5,4800,6300.0,0.9689844091289407,736.4281509379949,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9998956268617111,0.9174111014619879,0.9271138470109526,1500,900,450,150,6|3|1,True,True,
dlinear,5.470810175088486e-05,290.07782073885846,3.1068779696525888,0.0,736.3877274306352,1.5993400367209123,1.8515426534220258,20.669449981764384,4.034801312960777,12.072223257854791,139.83417489800087,150.2436458408576,0.0,0.4294298888388266,0.7742591560134814,8.246678406489648,0.6628666049810686,1.0795634284619695,8.388608,0.507043542901008,0.5204676000028182,7.6856846796348295,8.388608,0.6628666049810686,0.233436716142242,0.7243172168823819,5.157598159172043,2.3935017168243142,6.809051657795035,1.355191815626199,2.8573673254278966,1.0003611186283006,0.8198803836470201,3.844729619525522,0.9676117093802197,0.8305674326691254,1.089444040482046,0.7995055605908191,0.9250022933551975,0.7989682652450033,0.9940193477391545,1.089444040482046,0.8096804195016493,4.537897909207441,4.520484312723591,2.475806636645535,0.0971667378740962,11.883091268877028,4,1.5,4800,6300.0,0.9689844091289407,736.4281509379949,760.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9998956268617111,0.9174111014619879,0.9271138470109526,1500,900,450,150,6|3|1,True,True,
