policy,loss_ratio,dropped_Mb,waste_avoidable_pct,waste_unavoidable_pct,served_Mbps,backlog_mean_Mb,backlog_sd_Mb,backlog_max_Mb,backlog_p95_Mb,backlog_p99_Mb,drop_c0_Mb,drop_c1_Mb,drop_c2_Mb,backlog_mean_c0_Mb,backlog_sd_c0_Mb,backlog_max_c0_Mb,backlog_mean_c1_Mb,backlog_sd_c1_Mb,backlog_max_c1_Mb,backlog_mean_c2_Mb,backlog_sd_c2_Mb,backlog_max_c2_Mb,backlog_max_cell_Mb,backlog_mean_cell_max_Mb,backlog_imbalance_Mb,backlog_p95_c0_Mb,backlog_p99_c0_Mb,backlog_p95_c1_Mb,backlog_p99_c1_Mb,backlog_p95_c2_Mb,backlog_p99_c2_Mb,forecast_mase,forecast_sd_ratio,slot_err,forecast_mase_c0,forecast_sd_ratio_c0,forecast_mase_c1,forecast_sd_ratio_c1,forecast_mase_c2,forecast_sd_ratio_c2,forecast_mase_eq,forecast_mase_worst,forecast_sd_ratio_eq,slot_err_c0,slot_err_c1,slot_err_c2,deficit_Mb_per_period,surplus_Mb_per_period,replicate,sample_dt,n_decisions,train_seconds,rho,offered_Mbps,beam_Mbps,buffer_MiB,test_hours,alpha,alpha_c0,H_nominal_c0,alpha_c1,H_nominal_c1,alpha_c2,H_nominal_c2,H_meas_c0,H_meas_c1,H_meas_c2,n_sources,n_sources_c0,n_sources_c1,n_sources_c2,fixed_weights,adaptive_mean,backlog_aware,_rel_fixed
linearp,0.0,0.0,7.232766038263877,0.0,732.86114829772,0.771820501355989,0.08558602250399062,1.5083245468535516,1.198095958957315,1.2324681676794114,0.0,0.0,0.0,0.27181684758005736,0.2145852003700582,1.1173285701660525,0.248481051248188,0.20421785183287733,1.1407618254484087,0.2515226025276307,0.20501520766945863,1.0464375755776367,1.1407618254484087,0.27181684758005736,0.023335796331869323,0.7191346782109522,0.7441483590269049,0.5128056639958511,0.729112825591282,0.5151870494052543,0.7349300414144012,0.9246281079984794,0.8454536836183171,3.8360355454615136,0.9232976631017183,0.8372467728466636,0.931639940131553,0.8234362173326213,0.9188008252570744,0.8687357812285866,0.9245794761634486,0.931639940131553,0.8431395904692905,3.8075349265931937,3.9297629095705133,3.770808800220834,0.0,28.569376362465217,0,1.5,4800,6300.0,0.9276724649051525,732.8612472750706,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9890719846438539,0.9668961305757876,0.9998944793109904,1500,500,500,500,1|1|1,True,True,-
dlinear,0.0,0.0,7.23276603826408,0.0,732.8611482977232,0.7703941067266169,0.0845370793429086,1.5446034768539014,1.1981687170894342,1.2321239458653006,0.0,0.0,0.0,0.27036726264092453,0.21396224551354215,1.1173285701660525,0.24922031545608375,0.204557935742481,1.1407618254484087,0.2508065286295537,0.2046277956208166,1.057278514653706,1.1407618254484087,0.27036726264092453,0.021146947184840798,0.7183765259791082,0.7433833503651853,0.5133808947513921,0.7328239599185513,0.5145940377400461,0.7336744153358564,0.9296315265225562,0.8347817734535682,3.8690657367211236,0.9316711664942471,0.831034811075375,0.931215852734947,0.822844935576687,0.9259449928236505,0.8469664649386662,0.9296106706842814,0.9316711664942471,0.833615403863576,3.8445329264922066,3.982036113413257,3.780628170257907,0.0,28.569376362465217,0,1.5,4800,6300.0,0.9276724649051525,732.8612472750706,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9890719846438539,0.9668961305757876,0.9998944793109904,1500,500,500,500,1|1|1,True,True,-
linearp,0.0,0.0,5.962398671656478,0.0,742.8970504938952,0.7834197818670772,0.09201859631690314,2.4983810703104576,1.2184683039808015,1.2548530471610286,0.0,0.0,0.0,0.2696042907425672,0.21506788705839952,2.1779462552036377,0.2610612667261024,0.21055301826268874,1.804042665781359,0.2527542243985103,0.20713633022137207,2.2392421108814022,2.2392421108814022,0.2696042907425672,0.01685006634405689,0.7258544752560443,0.756377818202511,0.7049428613569649,0.7594049493427597,0.5173232249382604,0.7363154775022434,0.9206315413214111,0.8155102224110423,3.963322715629903,0.9122387115151758,0.7993975557771723,0.9208808147656524,0.8396544345062413,0.9293842868502356,0.802487788034873,0.9208346043770211,0.9293842868502356,0.8138465927727623,4.012673255902707,3.9263076211248116,3.95098726986219,0.0,23.551420997139758,1,1.5,4800,6300.0,0.940376149374329,742.8971580057199,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9355368259746545,0.9842389476061261,0.9516727333452161,1500,500,500,500,1|1|1,True,True,
dlinear,0.0,0.0,5.962398671656838,0.0,742.8970504939113,0.786852524099947,0.09743821150877016,3.0756166446839033,1.2176766747380519,1.2549923091033528,0.0,0.0,0.0,0.2788585372202521,0.22031885430217613,2.8187214111275822,0.25269899372098564,0.20603880918687123,1.1071759420117655,0.2552949931587448,0.20867725199697867,2.692615856267706,2.8187214111275822,0.2788585372202521,0.026159543499266465,0.7336476626614319,0.7624717307347811,0.518755497602615,0.7420254761099231,0.5205471713257103,0.7468593842703313,1.0293645093659236,0.7889981876122855,4.4175322763451375,0.9122643871483901,0.777745923435199,1.2484398661209126,0.7939823968373697,0.9308619701089287,0.7945645055087079,1.0305220744594106,1.2484398661209126,0.7887642752604256,4.313614297285981,4.834941292350965,4.104041239398465,0.0,23.551420997139758,1,1.5,4800,6300.0,0.940376149374329,742.8971580057199,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9355368259746545,0.9842389476061261,0.9516727333452161,1500,500,500,500,1|1|1,True,True,
linearp,0.0,0.0,3.7827305029434077,0.0,760.1164290267554,0.9131983470497329,0.3106517149320156,8.092294949684792,1.279858975248725,2.177773482028436,0.0,0.0,0.0,0.328681251604857,0.29043590313103246,5.643294034141866,0.28825423631413416,0.25496932364365954,7.221206483454217,0.29626285913060957,0.2599425428214956,5.495810563767806,7.221206483454217,0.328681251604857,0.04042701529072283,0.7535009031326644,1.0182220765921128,0.5819434197071692,0.8369837923469836,0.7432275593940507,0.9645564536682707,0.9221560668313805,0.8303201674318162,3.627074286784915,0.9230221145720973,0.8225009017796858,0.9263544678725261,0.8409139301518941,0.9170207517754255,0.8266712067029208,0.9221324447400163,0.9263544678725261,0.8300286795448336,3.6914344694111922,3.6238664298887793,3.5659219610547734,0.0039503177041418066,14.945685059347257,2,1.5,4800,6300.0,0.9621728234388798,760.1165305167151,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.8986853815892057,0.9966644664574232,0.9850370374698776,1500,500,500,500,1|1|1,True,True,
dlinear,0.0,0.0,3.782730502943375,0.0,760.1164290267499,0.9081260053973266,0.315956183692874,8.10227756759204,1.2823443818101568,2.236270739898806,0.0,0.0,0.0,0.3124641683742235,0.2603843680123495,4.590410419206136,0.3025929931655136,0.2961053463677175,7.806577512116892,0.293068843857491,0.2554148337078552,5.858429837985199,7.806577512116892,0.3124641683742235,0.019395324516732537,0.7491035685101612,0.870467819185229,0.6155779062028897,1.1150814502641613,0.7433386015465798,0.952925096326531,0.9486609011918099,0.7988253141908767,3.816282883085236,0.9418785846273559,0.798984629017547,0.986769020266454,0.7985766410719813,0.9171538937808033,0.7989345756754458,0.9486004995582045,0.986769020266454,0.7988319485883247,3.9426859889747097,3.9087516170699597,3.5974110432110393,0.004853501140253672,14.946588242783367,2,1.5,4800,6300.0,0.9621728234388798,760.1165305167151,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.8986853815892057,0.9966644664574232,0.9850370374698776,1500,500,500,500,1|1|1,True,True,
linearp,0.0,0.0,7.4290626757393765,0.0,731.3104048616666,0.768811277717934,0.0850199952357113,1.8912125496971486,1.2002245858308422,1.231173282639322,0.0,0.0,0.0,0.2544210616690452,0.2060122997144952,1.159114656406309,0.26763264315716384,0.2126272122837948,1.1510784504708214,0.2467575728917718,0.20350158524113438,1.2982879408294186,1.2982879408294186,0.26763264315716384,0.020875070265392075,0.5430736724346951,0.7363535389353467,0.7204215337076674,0.9182659884295332,0.5113017961348525,0.7050581984175819,0.9228248195057844,0.8423669559175472,3.952541029625485,0.920920912255484,0.8154486822557961,0.9221180195587493,0.8594511023341069,0.925388133898592,0.846271016751405,0.9228090219042752,0.925388133898592,0.8403902671137694,3.955715561265206,3.9363981292188357,3.9655093983924137,0.0,29.344748279247916,3,1.5,4800,6300.0,0.9257094980272201,731.3105034415039,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9771790378544335,0.9810326402274793,0.9705137827831195,1500,500,500,500,1|1|1,True,True,
dlinear,0.0,0.0,7.429062675739605,0.0,731.3104048616689,0.7684920308656374,0.0844450219254826,1.5908716638370721,1.1994655300954504,1.230643769812891,0.0,0.0,0.0,0.25582121296780824,0.2067485521790358,1.262215166532501,0.26622368953281333,0.2117987112010013,1.056039311349031,0.24644712836500074,0.20334261084680275,1.1655864290160394,1.262215166532501,0.26622368953281333,0.019776561167812585,0.6022296442365878,0.7381818623644026,0.7187201847224368,0.9060621961712247,0.510994739362587,0.7024778611101777,0.926484236537432,0.8412202417501441,3.9723470961380585,0.9256447066085638,0.8142582876424103,0.924140915783227,0.8559695925156892,0.9296020415941576,0.8474660609316406,0.9264625546619828,0.9296020415941576,0.83923131369658,3.994474224290137,3.962714441972553,3.959852622151486,0.0,29.344748279247916,3,1.5,4800,6300.0,0.9257094980272201,731.3105034415039,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9771790378544335,0.9810326402274793,0.9705137827831195,1500,500,500,500,1|1|1,True,True,
linearp,0.0,0.0,7.388296600884787,0.0,731.6324568530155,0.8028270995527468,0.10465262056444462,1.6401992280029942,1.1821706123792044,1.2183040378369814,0.0,0.0,0.0,0.2937361577632408,0.2226856273574627,1.0742049360281052,0.26130361552128084,0.2093010440914611,1.046079302307104,0.24778732626815908,0.2069551164668141,1.3841305757509859,1.3841305757509859,0.2937361577632408,0.045948831495081714,0.7070683209997102,0.7408434286937235,0.6098512104987079,0.7444181453750307,0.5234082424382864,0.5647645689463252,0.9239014904914294,0.8384122261166226,3.8985012432200654,0.9272486522078152,0.8588546062112501,0.9205155673385651,0.8180050803972149,0.9239967698501192,0.8304691761191261,0.9239203297988331,0.9272486522078152,0.8357762875758636,3.8592168741369353,3.9115930526613467,3.924693802861914,0.0,29.18371420685991,4,1.5,4800,6300.0,0.9261171792231399,731.6325715862805,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9998960755975361,0.962862815474033,0.9577814203942888,1500,500,500,500,1|1|1,True,True,
dlinear,0.0,0.0,7.388296600884859,0.0,731.6324568530217,0.8026632339297826,0.10380654583236361,1.8088924471552446,1.1824250700518828,1.2180839632905371,0.0,0.0,0.0,0.28982955887224565,0.22094257321823052,1.107292268488189,0.2656296823509725,0.21103608741391908,1.2512402201968873,0.24720399270656326,0.20678371671420864,1.5427742440976435,1.5427742440976435,0.28982955887224565,0.042625566165682395,0.7054234535445439,0.737007123780601,0.6330919377477926,0.7453087503689837,0.5228635487177657,0.5616574707432761,0.9513968767142706,0.8088277024516742,4.069522767310025,0.951062833890972,0.8349275657942691,0.9621436532689481,0.8049964517194844,0.940817210747173,0.777897537968275,0.9513412326356977,0.9621436532689481,0.8059405184940095,4.050791204090437,4.219879124435571,3.937897973404067,0.0,29.18371420685991,4,1.5,4800,6300.0,0.9261171792231399,731.6325715862805,790.0,1.0,2.0,1.04,1.04,0.98,1.04,0.98,1.04,0.98,0.9998960755975361,0.962862815474033,0.9577814203942888,1500,500,500,500,1|1|1,True,True,
