idx,truth,norros_f,linearP_f,farima_f,persist
5808,251281973.5053711,254628782.64478925,254619164.27361175,254642427.98463884,256565917.24456397
5809,251281472.83813477,252353735.71319604,252227641.2266253,252229726.46071312,251281973.505339
5810,248607556.71166992,251986535.38775125,252043977.66651255,251985312.56082612,251281472.83808535
5811,254771674.51293945,250528746.77744627,250571897.38343433,250515538.8032413,248607556.71171957
5812,247452718.59643555,253166228.6852481,253277980.09362823,253283133.27621067,254771674.51298463
5813,249568353.09228516,249996024.72112352,249909514.19419265,249890146.52378863,247452718.59640887
5814,257830818.17651367,250533842.18595704,250700972.0132648,250620385.31833753,249568353.09230065
5815,257447371.91064453,254449695.77305025,254496825.70959386,254579677.34250897,257830818.176446
5816,252840610.08520508,254968250.7077684,254754547.4817661,254878776.32948813,257447371.9106281
5817,255256028.37280273,253095929.4389051,252942278.08784518,252950140.09683797,252840610.0851125
5818,253581805.92578125,254033423.4311367,254028993.56341133,254027085.34584242,255256028.37285715
5819,246315108.1706543,253334780.94718888,253240634.45914012,253260489.02234888,253581805.92580628
5820,248466438.87451172,249763482.04514977,249754331.28787124,249659454.65487662,246315108.17054185
5821,255904835.61645508,250076422.13103756,250285697.3921197,250180210.85427144,248466438.87457407
5822,252024612.35498047,253505773.3204394,253595859.58297068,253650289.56763995,255904835.61637303
5823,252105612.16870117,252151258.69310534,252010180.58346125,252063563.48781538,252024612.35491684
5824,253819385.8371582,252065828.81697956,252073147.72624296,252052590.28025532,252105612.16868427
5825,255447965.90039062,252857347.05009058,252842356.8631528,252863826.69196117,253819385.8372415
5826,260201852.4169922,253806825.6752968,253737117.6617765,253789409.0981081,255447965.90033275
5827,257048961.63793945,256319180.4834984,256192391.54176033,256301436.6586544,260201852.4169389
5828,253708156.86523438,255366933.040742,255105863.07265863,255193610.27060136,257048961.63800368
5829,257567546.3935547,253774049.1918407,253648371.1876408,253635363.90495807,253708156.865202
5830,259091318.7722168,255391103.8325841,255359802.45043814,255384419.29997608,257567546.39367044
5831,255916223.0354004,256382957.5357867,256216363.7584409,256306528.67205733,259091318.7721835
5832,252056753.6669922,255131174.60223365,254941891.23233542,254977920.34384263,255916223.0354841
5833,255865257.78515625,253149196.99254057,253082648.42896485,253034952.489772,252056753.66690135
5834,261535038.00878906,254624360.59161332,254666045.92187715,254656333.13397413,255865257.7851517
5835,254039719.65161133,257565618.15020117,257461233.89516288,257574153.64363256,261535038.00881752
5836,255408948.95898438,254531022.47693157,254275470.18481138,254312719.34581006,254039719.65160415
5837,254427287.84326172,254856922.64984947,254868716.09659326,254828988.26827586,255408948.95910516
5838,256096941.32714844,254355944.07425168,254301087.54100186,254302433.79637244,254427287.8431984
5839,256648550.81640625,255091656.54695642,255072545.40989837,255081116.94745907,256096941.32706228
5840,258079902.62158203,255492980.10854942,255417540.50029218,255452272.696933,256648550.81628865
5841,256157603.52124023,256283397.99401176,256193054.8022589,256237880.276242,258079902.6215036
5842,248500724.0817871,255562785.2056365,255435516.59380573,255461113.6327085,256157603.5213393
5843,245445034.36572266,251789618.7682144,251752030.73228455,251659560.92102,248500724.08185956
5844,240792710.78686523,249532850.958981,249737481.93345818,249568160.672017,245445034.36560532
5845,247692603.27001953,246592909.1418718,246869162.43108523,246680235.3254937,240792710.78694543
5846,249580194.7890625,249093842.9460071,249475400.61880484,249375035.82612345,247692603.27003303
5847,251230445.8515625,250150256.28754544,250269730.9260324,250286910.2636575,249580194.78916687
5848,249044160.74853516,251089287.69878075,251154372.11775827,251170899.6916362,251230445.8516673
5849,251581431.49267578,250203941.5099134,250219721.99368665,250208856.37950376,249044160.7486309
5850,252337996.6538086,251285078.23707467,251367183.739756,251358791.06471354,251581431.49273476
5851,251434283.68041992,251817641.63640222,251807686.0914325,251837943.25729388,252337996.6538305
5852,248297505.02856445,251515734.15278155,251490855.4645095,251497870.6022029,251434283.68031347
5853,250760274.31811523,250012795.57231557,250030785.82204527,249985761.529111,248297505.0284731
5854,251603615.05371094,250896896.35081545,251004446.82876462,250972825.83880565,250760274.3181724
5855,258895616.6208496,251391257.29735416,251406205.52995557,251424208.94277373,251603615.05366564
5856,260352515.09643555,255003709.10497618,254980144.48839673,255078947.20417026,258895616.62075996
5857,261724229.39404297,256458383.27293777,256204041.6101393,256361398.353981,260352515.09651244
5858,254624622.46020508,257668265.23430228,257399887.63806343,257527289.5577885,261724229.39403167
5859,255795572.18847656,254725936.6671383,254454262.31020433,254480573.59495452,254624622.4602055
5860,260941251.75805664,254908165.815374,254878748.9199863,254849676.97704455,255795572.1885292
5861,257368175.34448242,257420742.36667076,257324714.65492555,257407652.70971546,260941251.75813589
5862,259144249.96679688,256216342.05341586,255976500.39921227,256045365.38497096,257368175.3444489
5863,259969518.42822266,256998192.875537,256893774.88647988,256923832.6233848,259144249.96677732
5864,265413920.53515625,257546065.95327282,257372802.46293077,257442877.09805492,259969518.42819816
5865,263519800.74536133,260394528.2733652,260197879.63440582,260325802.92829022,265413920.53522304
5866,260206224.45458984,260107828.7042107,259752576.8770799,259883885.70596895,263519800.7453173
5867,254157958.9543457,258678515.07086292,258421943.25683123,258454907.3585393,260206224.45454863
5868,260312102.0546875,255635198.47276554,255504373.01566586,255443723.56604478,254157958.9543917
5869,253685589.05664062,258066427.7532717,258114845.30003387,258107462.24954516,260312102.0545823
5870,250493044.03686523,255106267.26869828,254946404.47123417,254944904.29115796,253685589.0567549
5871,253466498.51879883,253066173.53882268,253147091.45893946,253027319.2294184,250493044.03678253
5872,253174685.98095703,253966131.07856265,254112602.6991996,254053916.05460125,253466498.51873463
5873,259415466.55932617,253789132.14395273,253819831.52400407,253808606.54251435,253174685.9809482
5874,251197269.38623047,256735631.847492,256765746.49382514,256818006.79052606,259415466.5593569
5875,257663034.33789062,253224830.9161926,253064667.06991914,253063544.35724372,251197269.38612348
5876,251900477.34179688,255827514.9654205,255937612.4467643,255916708.96774045,257663034.337832
5877,257354727.16186523,253395778.4334175,253279906.672359,253285010.04268745,251900477.34168184
5878,257597606.09887695,255656809.60929438,255737910.92776042,255731092.7747547,257354727.16195545
5879,258975313.2536621,256067199.78021365,255946932.63022196,256017637.3954671,257597606.0987714
5880,261949516.67041016,256898275.73046353,256787106.02745903,256840499.15935624,258975313.25360432
5881,253340207.22436523,258605896.4291702,258448860.3674903,258541863.48780543,261949516.67030185
5882,253810740.97436523,254860282.59925768,254641826.50765744,254636193.860933,253340207.22426796
5883,252274318.3605957,254475424.1549238,254544822.84066927,254461887.18646544,253810740.97427973
5884,253199315.9248047,253512634.505031,253539152.6684471,253496494.20923653,252274318.36065444
5885,253531856.73632812,253674085.6279599,253744418.73884362,253707281.26268917,253199315.92477405
5886,251092466.9501953,253756644.83856136,253783589.00157118,253773619.63669705,253531856.73629105
5887,255532537.34228516,252523763.8145777,252542016.87269932,252503944.7495998,251092466.9501328
5888,252457223.80786133,254398036.44663355,254480268.93093592,254481233.95279208,255532537.34219924
5889,247838024.94750977,253131603.04022405,253063510.86948714,253076488.1570137,252457223.80774805
5890,247576250.51245117,250666300.16540667,250717926.82782412,250626790.6398419,247838024.9474621
5891,254310453.8840332,250006163.59943533,250191879.24765897,250085817.79585803,247576250.5125731
5892,254563729.44189453,252963361.63288754,253116855.89109454,253126161.16509947,254310453.88401616
5893,250134837.75952148,253573336.85397574,253505865.92924756,253573180.96490377,254563729.44187024
5894,247148872.7290039,251655140.21763867,251612851.09103075,251585223.11805966,250134837.75941312
5895,249733348.88110352,249915104.8094676,250024523.78841045,249923720.5966243,247148872.72901616
5896,252466150.1862793,250730922.276614,250911056.32442972,250849935.3561999,249733348.8809836
5897,253281316.6513672,252071123.4911814,252146412.15263903,252161923.10700276,252466150.1861692
5898,246781503.234375,252690359.90951517,252680647.09163672,252713239.32849678,253281316.65130785
5899,246343918.4350586,249704141.7892012,249691499.16559753,249631754.2728504,246781503.23446065
5900,251863065.390625,248966605.20143777,249165365.36707237,249047606.2475183,246343918.4350209
5901,254200335.00512695,251360831.15445086,251535096.1204698,251525316.09412074,251863065.39059117
5902,251836642.03881836,252836515.1436128,252820462.25410572,252886329.57378885,254200335.00506088
5903,249207643.9716797,252083344.1829112,252018441.22317106,252037249.95671025,251836642.038862
5904,252275409.70825195,250765094.96491402,250791584.4205205,250742479.71857265,249207643.97177845
5905,255339742.28808594,251988919.12133166,252086761.40355137,252068953.98057374,252275409.70835888
5906,252502159.3605957,253591793.07084778,253570024.67403063,253628383.17960754,255339742.2880862
5907,252773650.95996094,252585846.42170224,252483646.81464362,252509223.43210196,252502159.36048332
5908,253978019.42651367,252663748.80881703,252669035.81369218,252654816.67158073,252773650.95990807
5909,253461851.44726562,253230553.9544072,253214167.81167516,253231033.11018744,253978019.4264631
5910,252178134.3244629,253108158.1009982,253057946.135688,253074334.95067182,253461851.4473768
5911,249253183.1916504,252501940.82043773,252475655.6167085,252464599.73874313,252178134.32453567
5912,245644193.26220703,250983295.499327,251004874.3088742,250952632.75180295,249253183.19172767
5913,247057507.38989258,248858553.0447404,248972885.7481226,248867733.81259468,245644193.26217923
5914,252807243.68286133,248977054.97783062,249185127.4459678,249097226.4563163,247057507.3899672
5915,248154084.87402344,251560008.1346354,251681950.75703567,251706350.2852041,252807243.6829043
5916,249012431.28759766,249723936.02037683,249671738.0958811,249677607.20498666,248154084.87404785
5917,242080380.81152344,249838963.36770758,249948527.62877697,249896514.4111856,249012431.28761503
5918,243069693.7241211,246409980.2981108,246485322.39257622,246383299.2254085,242080380.81159067
5919,246045449.79614258,246208698.07105315,246504821.59878895,246365644.60762942,243069693.72413552
5920,246853923.20776367,247353758.96244565,247572867.3853434,247530060.28774613,246045449.79607272
5921,245394034.68188477,247828424.97538263,247946222.67304397,247937747.14515913,246853923.2077628
