idx,truth,norros_f,linearP_f,farima_f,persist
5808,260231441.0053711,257897040.38388246,257880289.5005747,257826431.73172125,258069993.5458088
5809,257542633.18701172,259105336.95235544,259084939.12663984,259095401.4148341,260231441.0054196
5810,256906529.29663086,257663385.25226557,257509780.5138569,257507472.1087046,257542633.18704945
5811,255505404.9411621,257142472.3100652,257145725.75970054,257079131.35494646,256906529.2965215
5812,249205738.36499023,256183609.48704627,256182276.74515262,256122020.6805776,255505404.94126016
5813,252712108.7253418,252270695.78342712,252285580.88651595,252132465.4201991,249205738.3648971
5814,255458503.4506836,253699888.7546694,254047991.47314778,253902182.444362,252712108.72533265
5815,250000247.48828125,255311870.64313936,255437425.36327145,255456301.33887333,255458503.45069996
5816,250060852.46655273,252202974.10628185,252154645.01835915,252094479.19451037,250000247.48817036
5817,246172922.1940918,251799493.96337494,252045828.11459264,251900552.5168419,250060852.4664567
5818,251013519.08496094,249230044.90475652,249378890.53848824,249252230.12087655,246172922.1940568
5819,251234901.67358398,251600995.05228826,251975978.33693036,251885136.0154396,251013519.084896
5820,247879712.9050293,251877354.4552905,251954311.18203446,251978704.2962823,251234901.6736616
5821,246108572.64501953,249873900.36888054,249936879.7478209,249865532.43799916,247879712.9049226
5822,246812710.70629883,248477495.13209048,248688071.95080674,248557526.8405741,246108572.64490455
5823,247003118.6533203,248518876.1959899,248781850.29258794,248686896.89192683,246812710.7063092
5824,248075826.97094727,248502624.4010374,248700916.49726626,248646571.16861096,247003118.65338695
5825,249986415.33911133,249077838.30801448,249275073.21314728,249237284.5808648,248075826.9709204
5826,249690109.5612793,250193381.04554766,250334339.41449407,250337702.7091672,249986415.33916724
5827,253922702.44360352,250191330.47582638,250236778.2088303,250244423.29691485,249690109.5613221
5828,258029497.49682617,252750262.7991399,252860857.08023962,252899716.77004635,253922702.44361225
5829,257813435.62182617,255592989.49115482,255518432.35606846,255659154.80885443,258029497.4969411
5830,252437835.51635742,256033147.0556402,255789680.73457155,255911451.37981716,257813435.6217452
5831,249920861.15454102,253112379.30891755,252888473.9423087,252869254.53723064,252437835.51643264
5832,248869746.2836914,251255559.50445417,251289484.9481007,251168709.16278994,249920861.1545
5833,249538567.33325195,250316401.2505225,250436388.36740565,250336367.40945202,248869746.2837217
5834,247711906.68676758,250438113.09139517,250589834.56965777,250525057.01037028,249538567.3331693
5835,247471848.66577148,249280756.64697605,249365864.41812465,249305730.3690191,247711906.68682083
5836,250729927.9711914,248904598.57382333,249080838.30907273,248997101.70154756,247471848.66566023
5837,247193782.78808594,250656143.82638246,250837390.44501376,250826646.56501782,250729927.9712324
5838,245918622.99023438,248767500.98244348,248749120.6881173,248732101.55765757,247193782.78817567
5839,248953104.26831055,247694037.21096063,247859777.10085118,247752161.01254642,245918622.9903562
5840,254371352.79418945,249241973.5205749,249460646.52734694,249429264.0564475,248953104.2684148
5841,250617170.19091797,252565609.62917748,252651608.62529087,252748689.52236715,254371352.7942873
5842,252311365.43676758,250849731.82808226,250647940.33390918,250714292.82861823,250617170.19100437
5843,252720006.06762695,251776559.27005592,251832528.8568443,251809348.6937353,252311365.43681255
5844,248648058.95092773,252176904.48704475,252123978.01126838,252161833.82143122,252720006.06773052
5845,250948066.02539062,249883135.74410993,249798806.72161663,249757270.40855566,248648058.95080644
5846,255576438.18945312,250984595.71349907,251137925.3872235,251078562.56937447,250948066.0253348
5847,256346444.20629883,253829614.51233757,253871903.9401834,253951487.4085005,255576438.189396
5848,256592596.6977539,254720115.83989978,254549113.74793637,254660043.0092512,256346444.2063232
5849,256448073.953125,255192332.48527634,255033602.9933557,255092627.7305159,256592596.6978248
5850,254872929.51391602,255322697.56551844,255168208.14596832,255207627.3529796,256448073.9531828
5851,253807823.76489258,254523391.85036165,254382755.78280324,254386412.6502394,254872929.51397648
5852,250788504.59765625,253800038.43189254,253735901.7054289,253705448.3475844,253807823.76498792
5853,251252398.93530273,251867079.80885106,251821098.02159315,251755884.1796188,250788504.5976218
5854,249490359.71728516,251792109.07333723,251891689.60506022,251816998.55980858,251252398.93523303
5855,247868420.71875,250610021.79551968,250636462.66151157,250586362.50577354,249490359.717297
5856,250843545.66455078,249393873.18603262,249494424.7183069,249405767.9174342,247868420.718828
5857,253704737.6105957,250841626.5224686,251018965.40630588,250985595.2982546,250843545.66456655
5858,253911642.2824707,252632562.4747281,252654764.11487898,252721186.57425517,253704737.610562
5859,253621994.46191406,253019996.91023234,252917568.031472,252983999.77263418,253911642.28251547
5860,254543390.26171875,252966835.48476964,252869843.05005226,252895873.3895499,253621994.4619179
5861,250416542.3125,253612379.4789014,253548254.5626097,253575198.6039695,254543390.26175877
5862,251216120.7512207,251289243.45083353,251150843.53068933,251128970.93003222,250416542.31261417
5863,252155211.12548828,251421377.84336638,251507001.47327468,251440040.52889106,251216120.7512927
5864,249593581.26245117,251916269.19302955,251933482.73091274,251939950.42608446,252155211.12558508
5865,245034615.24365234,250414612.5360683,250362461.56925723,250336672.89278516,249593581.26248023
5866,247627404.53442383,247505911.64680025,247555609.71410003,247431399.50411242,245034615.2437678
5867,249053676.67797852,248507460.57646164,248784009.82710108,248684541.2220001,247627404.5344135
5868,247615459.5769043,249282040.20415595,249383083.31462127,249396471.82926673,249053676.67794237
5869,249576470.81298828,248484214.3987975,248510726.58254018,248495779.5859366,247615459.5768912
5870,248668629.18066406,249546030.2500872,249668545.88497558,249651504.81355843,249576470.81308097
5871,249038484.7331543,249123929.75931472,249122511.43342263,249130966.09938678,248668629.18072456
5872,246798892.44067383,249317956.31809667,249383304.75516036,249362585.6946868,249038484.73313797
5873,250446249.6123047,248007645.94386736,248027598.7981328,247989982.85327944,246798892.4407473
5874,247015637.60961914,249979626.63824493,250145750.61216116,250130243.78132474,250446249.6123906
5875,250544041.11669922,248184821.92411056,248113765.82543606,248118628.3918067,247015637.6095765
5876,249450265.53637695,250079943.83575997,250246943.72200713,250221802.84852433,250544041.1166737
5877,251359493.5131836,249613818.67627177,249555300.1022338,249596781.4222339,249450265.5362685
5878,252594013.45581055,250695534.58890498,250735539.27002826,250748339.31321678,251359493.51314867
5879,252172831.35083008,251593007.8114109,251533627.5153729,251595703.3462092,252594013.4556913
5880,253289424.84472656,251547013.470076,251442390.2446569,251483545.60247084,252172831.3507665
5881,248260376.45922852,252301429.33793727,252246692.31033802,252278432.1064956,253289424.84461823
5882,254649250.47143555,249456746.2845641,249305280.95193037,249277953.1099546,248260376.45926952
5883,253866480.67407227,252913002.51943356,253088531.9470502,253079816.44842213,254649250.47135147
5884,248434345.22314453,252893098.15365937,252696659.98393863,252806220.3120398,253866480.6740535
