idx,truth,norros_f,linearP_f,farima_f,persist
5808,257676540.77246094,251789801.09369227,251700298.04941985,251783736.4465584,251516434.9560364
5809,257108985.02905273,254824101.49604896,254845009.56857273,254967315.8764874,257676540.77254155
5810,252620065.81445312,255119785.34033394,254925451.97864226,255050671.53193623,257108985.0291519
5811,245742014.80297852,253154408.65841618,253021342.4082513,253010267.22850555,252620065.81439617
5812,250790874.13500977,249497367.96634284,249531421.722498,249404828.64830253,245742014.80289868
5813,251232450.82348633,251292435.72410128,251539191.37235552,251530257.28867534,250790874.1349529
5814,251746950.05249023,251566857.2065952,251606458.20150566,251682879.33336502,251232450.82338876
5815,259102553.68139648,251841913.63871706,251877028.19267753,251932982.22731602,251746950.0524276
5816,257089938.76489258,255588646.1800271,255596773.13855398,255758969.73699173,259102553.68141407
5817,246562455.28759766,255305480.11184788,255070479.27141038,255190136.7756654,257089938.76477417
5818,242236940.11816406,250281342.7034725,250171059.84198883,250050049.7143121,246562455.2876161
5819,247163167.57202148,247256289.51499715,247505758.50816116,247326149.2355143,242236940.1182368
5820,250213284.77197266,248852994.33282372,249191466.58974954,249194770.13626823,247163167.57196727
5821,251554378.45483398,250371630.23119423,250507821.6078904,250625839.5865198,250213284.77201587
5822,255629041.01171875,251276591.0663885,251318385.23970938,251430454.72669107,251554378.4547608
5823,250251678.57836914,253514199.46058357,253510204.34188846,253654783.18289623,255629041.0118372
5824,253356383.16235352,251369875.67483878,251248674.0694642,251284923.88673842,250251678.5782891
5825,248721707.7199707,252660075.0826787,252736475.62517488,252772911.22520348,253356383.162336
5826,247649635.00683594,250570246.21772882,250531806.83134386,250535125.76864356,248721707.72003937
5827,252085946.56323242,249689412.6647416,249824237.1653641,249786649.88963735,247649635.00693735
5828,257234329.60913086,251616770.40779808,251756235.67300424,251831899.41312036,252085946.5632866
5829,258334263.97875977,254463193.59960198,254440000.41196,254611509.29726058,257234329.60924765
5830,252063546.9477539,255584459.4946848,255401518.83459952,255550479.8422275,258334263.97864968
5831,257792632.62475586,252883313.5023844,252700286.78647473,252690759.0369491,252063546.94780025
5832,257376289.99414062,255416448.75887182,255451980.89655283,255501340.55292508,257792632.62483165
5833,251188439.22827148,255638127.79705086,255463347.7205711,255552352.33032364,257376289.994254
5834,256905140.51464844,252730069.52964982,252608777.72279054,252551008.899059,251188439.22821903
5835,259485008.1591797,255111481.98623252,255192756.0567698,255219441.46544045,256905140.51459104
