idx,truth,norros_f,linearP_f,farima_f,persist
5808,245072251.37036133,250175128.3847402,250175334.08387628,250284549.25669706,252092647.8936608
5809,247261359.9909668,247854534.63405532,247823560.08127818,247748610.27154088,245072251.3704195
5810,246863524.1772461,248253824.17547014,248350796.09616017,248354732.13733363,247261359.99105465
5811,252672041.08764648,248068640.4769169,248117082.8293191,248141882.68813777,246863524.1772108
5812,252641494.79296875,250188755.2266737,250213586.7436,250360299.9363964,252672041.08752772
5813,253405509.31567383,250624131.0584063,250534102.1788811,250628990.97981378,252641494.79306343
5814,251672278.2619629,251172414.87488616,251087327.69854942,251144661.85939294,253405509.31559935
5815,253567779.89624023,250726479.97329566,250638694.50169092,250632720.33617237,251672278.2620809
5816,250389377.63720703,251431767.24529508,251371770.3378049,251401576.5106744,253567779.896287
5817,247068329.87939453,250406737.35378212,250328034.81961796,250278613.18768698,250389377.6372533
5818,246068603.29907227,249018914.61000252,249026263.9898206,248919157.61957258,247068329.87951112
5819,249414869.80322266,248284816.2599973,248359837.12639526,248286585.44800436,246068603.29913345
5820,248975754.6845703,249269967.87758046,249340607.81951493,249383576.41430575,249414869.803305
5821,248052889.87353516,249245917.42278996,249251973.9047402,249277120.49164575,248975754.6845258
5822,248718228.73828125,248903939.9575598,248925329.47352177,248919404.29442433,248052889.8734456
5823,245069095.9807129,249082287.15362146,249116284.55953455,249132181.4591479,248718228.738383
5824,245270325.8400879,247715239.4002255,247755460.8025113,247698997.2672465,245069095.98079893
5825,245302888.55297852,247451635.37602982,247560125.06792957,247544952.51041973,245270325.84019345
5826,251698466.4819336,247285986.17815083,247383111.08508077,247403073.1543307,245302888.5529593
5827,250285444.015625,249602862.4879085,249661713.31554645,249825079.69463554,251698466.48199472
5828,248109939.14331055,249524671.15802655,249464738.77477974,249546207.48874316,250285444.01556796
5829,246986718.50610352,248814999.02516195,248801121.03674066,248798968.03669074,248109939.14319807
5830,252908600.73706055,248289321.956416,248323393.60311872,248310564.90883306,246986718.5061348
5831,249961366.9248047,250398753.1795992,250421378.9516734,250551784.72448227,252908600.73714972
5832,251066551.78833008,249703769.4326936,249626261.53143153,249652913.2850225,249961366.92478463
5833,251343659.23706055,250118860.25956532,250100631.9019327,250127675.628869,251066551.7883026
5834,252865783.51586914,250337663.96496123,250295724.49956232,250323006.92437544,251343659.23703808
5835,250368274.88110352,251004954.39304805,250951951.62842897,250995355.27241197,252865783.51579827
5836,252813368.6357422,250276773.58462557,250211558.69353658,250177957.42357758,250368274.88099515
5837,247872666.6225586,251103328.85732928,251077095.74653074,251098637.5661112,252813368.635696
5838,251639439.4609375,249400594.46467978,249352722.08993813,249262920.89912957,247872666.62253025
5839,250660019.32958984,250529943.4555415,250561519.76831102,250574400.9946219,251639439.4609733
5840,244208763.84985352,250342039.57262394,250301922.68350407,250292778.25234592,250660019.32964173
5841,247424890.42138672,247878261.11959034,247896838.72917235,247748228.09377944,244208763.849786
5842,245682940.68432617,248508577.30862358,248630748.61824092,248618755.9132255,247424890.42148736
5843,248381134.78295898,247806339.7600096,247866263.7591243,247850324.97077307,245682940.68426803
5844,251580563.7314453,248606438.44109014,248684770.06214604,248741667.69728222,248381134.78300965
5845,248844128.01660156,249904824.76866794,249906874.5554814,250024664.98348388,251580563.7315389
5846,248371692.36914062,249188589.17261356,249145855.19713807,249161001.50181922,248844128.0167135
5847,249660593.89697266,248931304.6305734,248947601.51339805,248947854.71937677,248371692.36916545
5848,248861073.3720703,249345007.07570058,249360429.831626,249403062.13593093,249660593.8969633
5849,247264357.8713379,249127625.7509494,249123151.79929093,249142204.95753926,248861073.37213615
5850,248755443.4897461,248492129.19044012,248512950.5409357,248498459.99948642,247264357.87140417
5851,248054689.49291992,248923805.99052218,248967411.35719416,249001238.8471864,248755443.4897265
5852,248271308.1040039,248698645.87234864,248714617.86836475,248735874.29509088,248054689.49290207
5853,248885687.75317383,248745096.47495976,248774860.84475273,248799777.69638374,248271308.1040556
5854,248163752.25097656,248971595.6856664,248992018.21776122,249032119.93104324,248885687.75324252
5855,247343883.47216797,248748560.01398137,248762075.68204567,248781291.98449463,248163752.25107187
5856,249467935.9506836,248369917.24247783,248400757.83835566,248408067.6844407,247343883.47216737
5857,249204022.4453125,249098415.90842927,249133147.46661076,249194149.8829475,249467935.9506417
5858,247946901.13476562,249137424.0495635,249131002.34232023,249173160.37826926,249204022.44533125
5859,249134838.23461914,248724362.47149086,248733336.2504458,248734726.0535509,247946901.1347865
5860,246505627.13623047,249080326.9166335,249106192.35487762,249142127.79241285,249134838.2345268
5861,248775504.82641602,248134094.90347266,248149989.9746419,248131515.21172255,246505627.13619548
5862,247133759.57739258,248775043.88616037,248828994.35310945,248878017.0592754,248775504.82641345
5863,249518887.52490234,248233983.06786242,248249490.17655736,248266190.20279044,247133759.57731655
5864,249036167.7175293,249006518.47927,249041382.0679202,249114375.18126577,249518887.52499053
5865,249708905.13916016,248960290.56806627,248948753.70596567,249001288.32602367,249036167.71747875
5866,246175060.27416992,249254380.03727314,249251082.89914393,249303489.77642906,249708905.13908035
5867,242958053.93432617,248013826.29744253,248017947.0761791,247987962.70795918,246175060.2742786
5868,248104206.6225586,246527367.02154478,246618597.6139466,246551901.48225132,242958053.9342105
5869,247451599.34326172,248049333.7630299,248168690.41682786,248269673.79597768,248104206.6225609
5870,245792095.95874023,248004503.5997473,248022377.35887712,248101786.1571185,247451599.34335065
5871,247966564.84106445,247389062.7296258,247431656.03468573,247458120.98408747,245792095.9586827
5872,242966181.828125,248088321.9308314,248149450.9032361,248233683.74719647,247966564.84116197
5873,244825961.21240234,246316305.7224016,246360513.05859596,246334190.8472332,242966181.8281711
5874,242878309.32299805,246653904.49026802,246786866.324507,246833092.04353878,244825961.2125221
5875,245320233.8293457,245842919.44913676,245942338.19525167,245975817.04795745,242878309.3230304
5876,252253450.95922852,246526760.66332918,246648947.944645,246754624.40226915,245320233.82930675
5877,249739578.10668945,249225637.67907846,249256234.65565175,249500036.37014276,252253450.9593452
5878,247066615.08544922,248916530.36981842,248829882.34841296,248938419.96024615,249739578.10663977
5879,250455365.7993164,248003664.11096203,247988454.82509047,248001097.22497517,247066615.08537585
5880,250020557.64697266,249151299.87654123,249168930.74827075,249269653.00151753,250455365.7992601
5881,246124634.10839844,249223884.94252038,249177565.01572764,249251627.23116103,250020557.64687884
