idx,truth,norros_f,linearP_f,farima_f,persist
5808,253093372.2145996,251735928.92273426,251773848.77674687,251750280.12885436,253744518.5836632
5809,248355282.96069336,251777697.35282555,251693095.99400666,251720396.90563163,253093372.21461737
5810,251269473.5065918,250041734.4394814,250005946.5319401,250010105.10542607,248355282.9607024
5811,249916333.1911621,250813043.47342166,250858705.13776168,250835870.99358815,251269473.50651065
5812,250756447.43896484,250344405.00204143,250330672.63769427,250339116.10637426,249916333.19119227
5813,249341254.92333984,250588759.55645707,250601134.28443143,250594676.43599382,250756447.4388828
5814,247458990.06713867,250098636.16157463,250100534.87794796,250102330.88870814,249341254.9232935
5815,246607344.2619629,249247766.71339813,249289914.00327313,249279617.33992633,247458990.0670408
5816,250754534.75195312,248667496.06123453,248749772.5010624,248731789.88722265,246607344.26198813
5817,251051733.97314453,250061096.08452442,250132751.31831172,250119311.48143312,250754534.75200447
5818,249417721.95654297,250418958.90257096,250399843.85324606,250416845.91701996,251051733.97325963
5819,249506513.47607422,249924150.72243804,249912696.9332882,249918681.965942,249417721.9566218
5820,249206567.41674805,249887748.68810514,249909891.7792713,249903444.5281861,249506513.47601435
5821,248514123.20507812,249745742.3746909,249766037.94685602,249764067.97487336,249206567.4166306
5822,252334215.63012695,249425410.78819296,249455268.5228928,249451070.55823946,248514123.20500183
5823,256417126.89379883,250834809.94626844,250857223.13052374,250852489.90054438,252334215.63002777
5824,252857880.76098633,252730381.3849733,252650600.61878914,252674893.46170595,256417126.893748
5825,252207714.6743164,251866616.69105262,251729201.55967292,251764554.86941007,252857880.76108384
5826,251773907.92797852,251590608.2410155,251538827.88979757,251536587.8687063,252207714.6742768
5827,247470845.7644043,251386340.65912375,251349542.99814975,251350596.5829121,251773907.92787537
5828,249326687.47558594,249642370.97651425,249638631.40578204,249635862.72913754,247470845.7643601
5829,253802381.2307129,249964656.5459468,250039086.0799726,250012583.15297002,249326687.47566092
5830,249994508.734375,251671891.9754533,251676862.60613304,251679110.26642478,253802381.230812
5831,249303934.53979492,250540133.12889147,250474798.40548146,250498914.3201699,249994508.73425663
5832,248149445.80908203,250124013.44428843,250147217.14569935,250133417.66530386,249303934.53990293
5833,247948911.40942383,249547008.83599877,249586266.52672005,249577215.30427977,248149445.8090856
5834,248196327.76635742,249291716.81451032,249354451.86126003,249341158.72312784,247948911.409324
5835,254855363.97021484,249262845.22770044,249325133.3830805,249315521.06257164,248196327.76642537
5836,253469527.77075195,251809593.51939464,251828119.88824388,251826479.77048972,254855363.97021952
5837,252204808.28222656,251832709.3873989,251721024.8601448,251759791.8841811,253469527.77082244
5838,253257965.49023438,251535008.91787028,251470759.23858336,251478810.0790297,252204808.2823421
5839,250352154.14624023,251959187.63731164,251916391.48369616,251918055.70026472,253257965.4902338
5840,254247061.42529297,250944688.3415669,250897987.14504352,250906578.78190222,250352154.14612135
5841,252848250.13134766,252269502.69678855,252264441.73940158,252254021.61119068,254247061.42539525
5842,254687700.43798828,251976297.34950808,251894838.87076053,251916148.77697882,252848250.1312437
5843,257885949.8046875,252740820.03152242,252686452.25431022,252688745.91934472,254687700.43809676
5844,251875836.75512695,254186906.33431193,254077300.82111728,254096016.81338352,257885949.80472407
5845,249688120.0625,252237235.12831303,252100082.0200972,252128049.05271867,251875836.75507084
5846,251971128.35205078,251080966.29704112,251087081.77584174,251064582.9649682,249688120.0623866
5847,254437367.87573242,251654435.1934137,251687561.89579698,251669383.46106967,251971128.35213372
5848,253695527.27124023,252642822.67358935,252611779.31571892,252618186.0096658,254437367.87582383
5849,246979113.32421875,252585136.24284407,252509530.14408588,252525892.7199423,253695527.27131397
5850,247692513.54125977,250014610.60205007,249994871.1104665,249994135.5816513,246979113.32430613
5851,248169224.3828125,249721931.85296506,249835549.84902483,249794645.23184663,247692513.5412639
5852,249346275.87768555,249660474.42261896,249745170.5760382,249730463.72062367,248169224.3828793
5853,251730589.875,249992141.5999029,250057711.57553267,250048399.38991344,249346275.87778413
5854,253424471.2541504,250917044.74536306,250940117.03011787,250940680.6359084,251730589.8750901
5855,249144679.2536621,251798090.31550318,251763188.48532137,251777021.23242214,253424471.2541167
5856,251067750.62939453,250354294.55659068,250310219.47338536,250323924.35801196,249144679.25362983
5857,260363955.80664062,250849030.96984258,250884659.1193108,250866403.41852617,251067750.6294687
5858,250063263.14770508,254561788.82155132,254503413.6520792,254515243.19547656,260363955.8066561
5859,249890279.63671875,251372975.30843407,251182117.9884655,251239722.40217328,250063263.14780653
5860,251928455.77563477,250865451.1585634,250904186.21686918,250867512.75421795,249890279.6367665
5861,246939877.25830078,251449061.54440427,251468968.12085578,251459792.71386468,251928455.77568096
5862,250238692.8762207,249554943.84596962,249559971.9239772,249562783.87023804,246939877.2581972
5863,251836645.10424805,250435227.93480277,250526317.59736976,250495806.6260096,250238692.87615612
5864,253734439.5258789,251142574.44733864,251149100.74369457,251155993.91773924,251836645.1042002
5865,250864046.9099121,252035416.73973173,252001457.25550652,252011822.16178006,253734439.52592605
5866,254287029.09521484,251149596.02826604,251093389.51877385,251108332.58138242,250864046.90996096
5867,255449483.25219727,252380815.6261432,252369523.5137165,252361646.8922039,254287029.09527147
5868,251464422.86938477,253099908.97945005,253009866.54215395,253031188.52014008,255449483.2521268
5869,245970921.74047852,251794711.0739732,251709064.96942,251724193.9091393,251464422.8694515
5870,249684371.27807617,249460280.31731907,249491047.5910811,249472265.48145658,245970921.74040973
5871,252019775.9711914,250339431.87022367,250459471.3542231,250420183.85845178,249684371.2779919
5872,252830999.15063477,251234855.39427117,251254542.73272896,251259137.28327483,252019775.9711282
5873,248280162.76391602,251723075.98035508,251691745.89455575,251703858.6624859,252830999.1507404
5874,251375980.69067383,250088992.5050658,250067446.21084252,250074325.9637058,248280162.7640065
5875,252665818.83081055,250973656.393683,251029665.75158167,251006507.55265155,251375980.69078377
5876,252836815.7006836,251605939.5892129,251585022.6426951,251595436.0010426,252665818.83069196
