idx,truth,norros_f,linearP_f,farima_f,persist
5808,247877827.74121094,248099249.70449486,248105983.400432,248126207.63091326,248679293.1855598
5809,248250458.48779297,247689653.33269048,247607458.11051714,247660349.06360677,247877827.7411602
5810,245795164.36889648,247858514.71666047,247831444.53707257,247862823.9014193,248250458.48778608
5811,242313058.9248047,246402879.53748158,246329646.18800104,246337125.5023881,245795164.36887297
5812,249487352.80419922,244068452.0782113,244089588.65400478,243990824.33261743,242313058.924844
5813,248108676.7121582,247914527.53756773,248146843.2371084,248133755.23571327,249487352.8042417
5814,246026842.48217773,247522539.41761804,247340815.0984604,247471626.6154966,248108676.71214965
5815,250379111.1682129,246316896.20459238,246242649.5559865,246237323.76836124,246026842.482278
5816,250140790.75268555,248813305.99040294,248879621.7676174,248925639.2786662,250379111.16827676
5817,251401933.10229492,248979798.89803097,248801167.0898536,248936909.0206601,250140790.7526773
5818,248510242.58203125,249911897.86388814,249804556.7715378,249908256.63801163,251401933.10228005
5819,247999212.72680664,248406947.46270928,248215213.78769964,248293076.343061,248510242.582096
5820,244905965.33203125,247977685.63661003,247951442.75846687,247952445.56549144,247999212.72679967
5821,245826949.26489258,246037447.506405,245992240.75356305,245963414.0716834,244905965.33206552
5822,243797772.8996582,246215780.47765827,246326679.1621556,246261798.70327488,245826949.2648669
5823,248667855.36889648,244915921.31107962,244928390.7292969,244882998.73798764,243797772.89968932
5824,245990907.7084961,247572707.94368973,247732192.5039632,247723586.58082694,248667855.3688489
5825,248388136.3203125,246288960.36156973,246149179.18651375,246208267.16685805,245990907.70845303
5826,248719219.56640625,247638701.17188635,247703325.8543508,247703675.1740142,248388136.3203045
5827,244758180.31396484,248001768.34063405,247921694.72090825,247997457.68168268,248719219.5664093
5828,245190122.97851562,245751509.23406062,245644080.96815655,245630312.59057978,244758180.3139683
5829,243231325.5847168,245754880.6411694,245863092.46524116,245784978.9602894,245190122.9784144
5830,249660388.65039062,244496947.03425378,244535189.07695544,244475962.8002563,243231325.5846402
5831,251300493.0427246,248054354.61690822,248239786.80157432,248247468.66736054,249660388.65035895
5832,256057528.07226562,249519026.17096445,249370578.66885105,249544299.87376624,251300493.04276508
5833,252610189.68798828,252717553.26358002,252583449.1580655,252792094.14108765,256057528.07219324
5834,251128121.98876953,251329297.61007285,250950664.78616664,251164118.11100277,252610189.68808183
5835,256322005.46435547,250493034.69557747,250341953.08481202,250407072.05982035,251128121.98868775
5836,256487641.36401367,253542014.55117404,253497595.06528437,253648721.17788136,256322005.4642743
5837,250382951.58764648,254147920.6160347,253837881.34241202,254092018.87000018,256487641.3640768
5838,246097313.56518555,250856725.53645834,250557756.21490362,250656098.06176215,250382951.5875759
5839,246861244.71313477,247902535.91006646,247890487.18399492,247802395.3113672,246097313.5652439
5840,249176938.11132812,247816175.89149,247983026.69991624,247894482.2996164,246861244.71308807
5841,251603113.37036133,248985024.96578652,249085971.63577494,249098499.20967516,249176938.1112781
5842,248001706.38232422,250532777.38962805,250534568.07114416,250627509.56259143,251603113.3703118
5843,246130867.24902344,248619371.49326497,248479494.79122335,248534382.35381427,248001706.3823216
5844,246582247.91552734,247292247.49711025,247340610.7270071,247275620.6434819,246130867.24913505
5845,248330903.6105957,247310884.98083806,247430417.30877462,247380514.16447854,246582247.91563407
5846,252148363.6616211,248218279.97825116,248303150.89722776,248311326.65734714,248330903.6106057
5847,251265621.26049805,250586532.58073163,250612337.19165224,250713691.1282067,252148363.6615412
5848,247044090.91137695,250427186.24858996,250260797.54602498,250396299.5129145,251265621.2605598
5849,245944851.30004883,248025937.4072845,247906603.180185,247913820.8613622,247044090.91142315
5850,248071711.13378906,247079864.9026698,247168768.38731712,247091473.92436725,245944851.29998884
5851,247987184.0361328,248091286.44129184,248215848.1159765,248199031.31505126,248071711.1338372
5852,253371876.2524414,248091892.0828338,248091290.33925307,248125848.1985428,247987184.03609475
5853,255362991.4807129,251294848.46944353,251356416.919269,251457932.69771856,253371876.25235677
5854,253112676.10620117,252965652.95298612,252763934.060785,252993809.0196234,255362991.48074704
5855,250472262.31933594,252068850.6218144,251804804.21416038,251970229.19239184,253112676.10629693
5856,256340305.58496094,250532559.33472842,250391074.1334684,250445108.67597848,250472262.3192938
5857,252423009.63964844,253857328.7740092,253894810.61938408,254015745.0565783,256340305.58487847
5858,251399753.4350586,251983403.25530714,251672141.21921408,251854417.72297716,252423009.63969684
5859,249805146.1447754,251256750.7614218,251193857.28595865,251222321.5364242,251399753.43507105
5860,250569528.6591797,250243978.86213565,250198758.8289059,250226149.35188153,249805146.14476943
5861,252812379.83569336,250494060.85258242,250531589.4358734,250550753.68160975,250569528.65921813
5862,250693497.93432617,251800393.96324688,251797284.77843085,251885808.08221543,252812379.8355773
5863,250130685.61865234,250752438.35442594,250626161.04435942,250714159.70838928,250693497.9343705
5864,244603684.8232422,250304838.48311228,250300578.57537073,250318432.46370152,250130685.61857927
5865,245358910.12475586,246906570.6865477,246866633.9112914,246807012.18845585,244603684.8231552
5866,244781077.3005371,246765129.17249626,247002675.000005,246864405.3614852,245358910.12473983
5867,243028692.51000977,246184506.75172624,246317934.1797732,246248681.4933924,244781077.3004803
5868,244009609.62646484,244911183.1719459,245049224.74667767,244938645.026873,243028692.50989807
5869,244000520.3317871,245204271.2881808,245421881.6333578,245310917.4517098,244009609.6265288
5870,244791737.42285156,245098641.361552,245233320.95963985,245164541.20765093,244000520.33188784
5871,246769591.1052246,245516449.2547682,245661388.6475185,245602147.94547758,244791737.42296827
5872,249674178.37036133,246680103.02118018,246787335.03672573,246778638.72012874,246769591.10511324
5873,246960312.63208008,248590763.82450527,248624933.6013805,248693850.24430197,249674178.3703028
5874,245718192.2133789,247303954.44386765,247184970.9694969,247238986.72347477,246960312.63201717
5875,245849656.02172852,246460659.05982316,246496464.85194835,246446880.6906685,245718192.21345413
5876,246188519.4880371,246414505.16785204,246497299.76221615,246454345.49762174,245849656.02177727
5877,243338645.703125,246566478.17636412,246632706.92028716,246609824.31089148,246188519.4879433
5878,246576733.64257812,244912404.3466553,244942547.6690114,244882021.16854152,243338645.70313653
5879,246193059.1201172,246578624.70283374,246780141.51815757,246722940.14273846,246576733.64254788
5880,248044715.1628418,246516364.6602384,246522217.72003317,246551656.7200614,246193059.1202172
5881,246502361.28710938,247602675.61244786,247665294.96298736,247683402.93338442,248044715.162916
5882,244834555.8161621,246847036.60464954,246792059.44170243,246823073.00820974,246502361.2871209
5883,246332507.00024414,245816453.6461146,245848433.8902588,245806214.3521246,244834555.8162173
5884,246795515.91601562,246506559.48737726,246621766.4864582,246591974.88516223,246332507.00017288
5885,246134970.9440918,246770673.73440954,246790218.08652502,246810383.70607832,246795515.9160965
5886,244303014.85083008,246405268.31807342,246402405.19603425,246403188.7788718,246134970.9440019
5887,247763969.40039062,245289459.62668875,245308698.38590014,245263809.89327845,244303014.8509197
5888,247685607.28149414,247185717.3216586,247322698.74261796,247311106.22495785,247763969.40043837
5889,248058999.66870117,247367243.4694037,247310650.54641622,247380658.15529925,247685607.2815745
5890,243889904.4934082,247653492.08087382,247631784.7201306,247667578.06114727,248058999.668664
5891,249514749.5690918,245246950.57517323,245170652.967859,245143730.9092114,243889904.49336237
5892,247469636.47631836,248284731.66829467,248477404.69848186,248462885.27721623,249514749.5691781
5893,248382084.05786133,247442394.98390654,247292725.8186771,247390394.0900089,247469636.47641587
5894,245250279.14379883,247986031.0769532,248004675.86558804,248021561.7541872,248382084.05780917
5895,245099194.30639648,246186473.6962397,246113881.00411814,246117291.52738786,245250279.1437728
5896,246537996.5769043,245826437.62666565,245921464.0042396,245852521.54142863,245099194.3064264
5897,249398159.2331543,246559038.7423967,246642838.8241341,246629843.95229298,246537996.57697165
5898,246524371.51782227,248346650.73615897,248380243.4219946,248443060.91317314,249398159.2330465
5899,249625641.87280273,246922726.51237792,246794680.30953652,246847306.0382242,246524371.5177985
5900,250871118.8371582,248684853.28349885,248762092.80836847,248785791.52091312,249625641.8727244
5901,244051436.7385254,249664886.40078428,249571885.2612755,249701382.3762758,250871118.8372745
5902,244929065.16137695,245800758.6354133,245617474.87337935,245618922.93495432,244051436.73843485
5903,246142137.02929688,245807184.1326328,245989182.30887523,245870059.66485438,244929065.16143283
5904,249419684.68237305,246401459.53958938,246492224.02650395,246485016.84006912,246142137.0292473
5905,248585664.3022461,248327026.63737133,248380281.23996824,248440351.5863644,249419684.6824816
5906,251264668.83374023,248105267.0809935,247986565.55321848,248081421.8869127,248585664.3022453
5907,247203287.71728516,249755324.16601878,249730541.68035296,249817461.2281293,251264668.8337081
5908,243876510.68896484,247628375.10002974,247428767.76394153,247503199.35041705,247203287.7172605
5909,245260026.98706055,245428738.58055016,245441922.3448051,245357983.08939627,243876510.689066
5910,250527517.71240234,245828168.7393716,245983571.65394557,245907215.8706937,245260026.98716456
5911,249561020.0715332,248876412.81708264,248971735.3298899,249043452.86399186,250527517.71235308
5912,248814844.02661133,248686459.13441443,248503841.2609162,248639239.5049952,249561020.0716101
5913,246359509.3544922,248365933.0201532,248275669.52193707,248325093.51745418,248814844.0265004
5914,247278441.1459961,246909022.38322428,246833660.57795033,246836164.01255387,246359509.35442632
5915,245884646.51123047,247247484.60995412,247303770.83507198,247281417.48803142,247278441.1459597
5916,250142408.6796875,246419360.26933038,246396977.534885,246394828.36048132,245884646.5111328
5917,248111369.2067871,248827949.68004018,248920083.65967128,248954235.57748443,250142408.67959505
5918,246684683.44335938,247949414.8707387,247792396.4015157,247885160.5388438,248111369.2067811
5919,252749758.72314453,247081667.6147716,247058001.66290668,247045532.18818393,246684683.4433618
5920,247968667.43969727,250580546.18659097,250667628.4864804,250752046.58500704,252749758.72308823
5921,245081726.61645508,248200786.11060566,247924743.49288595,248049520.77071258,247968667.43977532
5922,244719764.07202148,246278035.9870815,246280452.3665507,246205273.3796605,245081726.6165432
5923,239365741.9091797,245727284.58805996,245833244.98460674,245752494.1491384,244719764.0719041
5924,243602349.01391602,242326327.76600447,242379829.59476593,242235720.1557425,239365741.9090623
5925,245472638.18017578,244220758.81605262,244566100.318769,244406621.087503,243602349.01399964
5926,245678877.32617188,245413947.39915633,245498344.05100623,245511574.0490255,245472638.1802384
5927,244725218.50195312,245684403.01648843,245699804.34913713,245709562.75843155,245678877.3260587
5928,246913384.00805664,245196377.25863096,245204188.81919053,245186697.97159517,244725218.50190333
5929,247357436.38427734,246431698.82057175,246507163.28845656,246504756.80254298,246913384.0080667
5930,246985587.27539062,246862034.00443834,246819155.4568583,246871528.23601696,247357436.38416895
5931,245981621.42626953,246777635.02681893,246732265.34848014,246762153.5324785,246985587.27533415
5932,242389894.1826172,246216792.40214464,246189500.5331252,246190410.2336146,245981621.426331
