idx,truth,norros_f,linearP_f,farima_f,persist
5808,255405491.74047852,253468921.0217632,253383061.4279854,253844256.49763137,256588900.0876059
5809,249104095.40893555,253305201.4399428,252956598.16581154,253804886.00936773,255405491.7404965
5810,245560695.34204102,249781092.50206897,249503478.5385053,250389567.55391216,249104095.4088476
5811,246924229.34423828,247287345.41110545,247305039.78955084,247762165.46442932,245560695.34214655
5812,243942418.99682617,247587370.0098409,247745284.54040247,247878757.62270334,246924229.344314
5813,245912485.0419922,245668950.2985633,245695662.9047508,246016892.58455303,243942418.99691588
5814,243481993.41308594,246451859.8616985,246642609.5001931,246674012.55477345,245912485.041983
5815,243386350.89453125,244954467.13056877,244987706.5441072,245273735.9145048,243481993.4131947
5816,242534772.20117188,244592815.8931744,244747867.73366016,244883109.7697733,243386350.8946506
5817,247776212.99682617,243955456.4817172,244080465.16973427,244210364.949747,242534772.2011529
5818,249450219.78271484,246875950.02350888,247075217.0529281,246980049.60104024,247776212.99680868
5819,247159721.77978516,248233749.046898,248167902.8091299,248421416.91133976,249450219.7826032
5820,241395539.5888672,247199508.44554192,247076769.75099686,247507351.93736762,247159721.77981165
5821,240261013.47631836,243758114.8784664,243724757.45410258,244141063.45467594,241395539.58879787
5822,249089740.7763672,242559015.70757407,242791251.03400815,242801396.94808725,240261013.4763536
5823,243435304.34521484,247391323.45544198,247692370.21703255,247387864.18881676,249089740.7762477
5824,247437888.8569336,244623405.57846865,244416761.12829667,244954505.43194303,243435304.34520385
5825,249637981.50097656,246732500.82624555,246909765.31750706,246895038.21030053,247437888.85686263
5826,244698771.59692383,248300345.12174687,248247467.6523412,248487678.318627,249637981.50107324
5827,243765132.65649414,245690922.3657869,245526088.50064015,246071489.86162937,244698771.59696808
5828,244956606.95458984,244898553.23191383,245001451.5663163,245158490.57872042,243765132.65654013
5829,242278376.1694336,245389565.57057634,245510415.6673315,245578142.69044444,244956606.9544972
5830,253148359.96435547,243762351.8047369,243785811.59017286,244057538.3926834,242278376.1693736
5831,252733247.140625,249943134.19758174,250190396.40873826,249931900.27855706,253148359.9642552
5832,250580571.2939453,250567408.92328084,250242658.92697468,250817962.70105317,252733247.140658
5833,245915882.06835938,249672638.04360056,249452537.2628438,250037911.06335542,250580571.29387453
5834,245131183.38867188,246969884.16009268,246834614.7535891,247385669.3992626,245915882.0682769
5835,248482159.41186523,246121208.34214997,246208106.42784083,246440584.41317165,245131183.38871023
5836,247159801.57641602,247866910.58921257,247982032.9858375,248056508.40205386,248482159.4118212
5837,249591099.66308594,247279461.5687165,247206634.9063107,247547956.12314966,247159801.57644844
5838,250437818.29467773,248723178.5096337,248764257.31257203,248876234.81088448,249591099.66301912
5839,251904096.23364258,249486213.24331507,249408857.10304767,249626992.65974024,250437818.29467845
5840,250129770.84326172,250523846.46270278,250440531.59971914,250684358.93258712,251904096.23361665
5841,240388485.17919922,249704024.47238693,249543895.90170506,249962897.8371451,250129770.84315297
5842,236731659.57495117,243939831.27745563,243816726.29149893,244352082.72525617,240388485.17917177
5843,241168650.03173828,240887277.89246717,241212436.54784307,241117678.51956367,236731659.57489344
5844,240372001.79223633,242697029.96181524,243141861.96359935,242693466.08379814,241168650.03176823
5845,245711942.09204102,242163144.6078709,242321990.11981127,242256858.2279196,240372001.79226875
5846,246300062.06884766,245165712.25149095,245423416.77158856,245135487.12712264,245711942.09215263
5847,245351966.8762207,245870016.92729858,245840580.83129346,245980282.47323373,246300062.0689236
5848,241314173.3815918,245536221.03307205,245514164.85961795,245710970.95652324,245351966.87633744
5849,240312635.6357422,243201357.4507309,243205617.15486103,243430185.9649478,241314173.38156825
5850,243672177.3515625,242263638.15975714,242457977.47516412,242406511.8500338,240312635.63582343
5851,243434422.53735352,243961891.01864725,244195431.73881358,243999175.43008846,243672177.3515128
5852,241893839.5090332,243916937.90984473,243951905.45485336,244081152.65740278,243434422.53724697
5853,240888695.83911133,243078837.40072405,243144482.47750673,243247887.849313,241893839.5090063
5854,239626557.95117188,242314814.48021173,242437161.4257438,242505423.24914986,240888695.8392277
5855,243357081.3684082,241402336.30958775,241550225.78161493,241586117.101576,239626557.9510828
5856,241546631.48901367,243341442.62103254,243562302.49745044,243456386.53169164,243357081.36851823
5857,238846959.21044922,242417325.24246147,242411099.9377561,242720783.78462675,241546631.48900452
5858,237167177.8232422,240705889.29977515,240792028.3089448,241078076.89674285,238846959.21036747
5859,238063199.77954102,239417127.8983372,239607076.97169527,239756582.66845107,237167177.8232921
5860,242764537.09326172,239604329.9320925,239851204.72184685,239890940.45643026,238063199.7794917
5861,240878921.84716797,242286021.8196278,242500749.91115928,242478336.3477773,242764537.093336
5862,240308122.52294922,241501103.6182839,241461220.09851038,241874650.79509407,240878921.84714928
5863,243454111.3581543,241144209.31766975,241232455.9922584,241520227.1282088,240308122.5230362
5864,240575620.90649414,242948970.15028033,243071470.54160833,243246666.09570545,243454111.35826
5865,244132681.02197266,241539613.1679949,241483615.44921705,241945894.25182804,240575620.9064648
5866,242790456.1369629,243496489.5480628,243640494.41071123,243787672.42649594,244132681.0218961
5867,238607953.32006836,242939980.3955298,242870135.56686875,243368900.18520063,242790456.13694507
5868,244171331.3244629,240438547.09875548,240434517.0167965,240979004.3158233,238607953.32017368
5869,244897672.63134766,243368853.7103085,243603073.68453434,243678907.87820548,244171331.32442176
5870,244019914.60717773,244188218.71699116,244124399.31663704,244541634.93357208,244897672.6312603
5871,241517763.07421875,243851104.5311963,243786161.17540443,244307237.58856174,244019914.6071764
5872,244418505.27490234,242441392.1149712,242413441.9751665,242918481.08248734,241517763.07418004
5873,239331796.75195312,243964110.5603863,244084870.66470435,244318036.92319235,244418505.2749426
5874,236666723.76123047,241097903.29215246,241009568.82756996,241649622.802562,239331796.7519106
5875,239007408.1916504,239133711.97681764,239303400.45318958,239630199.19353122,236666723.76118183
5876,239186418.6435547,240090394.62867945,240364457.52704123,240431352.07720554,239007408.1915409
5877,236665832.28735352,240163220.95339298,240283179.58963168,240536516.48485023,239186418.64364052
5878,236131943.70703125,238699930.9701663,238809540.66201967,239081802.93251663,236665832.28745455
