idx,truth,norros_f,linearP_f,farima_f,persist
5808,250708815.2861328,249938626.20968005,249960115.72006273,249982651.15124014,251343182.1935901
5809,251155708.51904297,249871635.63036656,249807264.76209882,249841791.65177876,250708815.28602055
5810,255402081.2644043,250105438.53595066,250060702.68874905,250080458.85812372,251155708.5189306
5811,252683593.57104492,251887703.78661123,251812098.57956392,251859978.60557482,255402081.26443848
5812,254175670.0571289,251257041.29886726,251109789.05369782,251098523.7087215,252683593.5711588
5813,252109399.56811523,251868294.37067786,251782006.2176964,251758725.53510645,254175670.05707315
5814,252942830.63183594,251222601.82469264,251115564.57764643,251070767.5261249,252109399.5681185
5815,252080660.43188477,251516119.9891442,251456240.64915806,251413141.92404985,252942830.6318714
5816,247814897.60717773,251255047.22617772,251182484.17633566,251135204.19073915,252080660.431996
5817,251271602.1953125,249539481.25388458,249512208.63889703,249429951.40163085,247814897.60713977
5818,250972693.89282227,250530599.69525987,250575145.85236308,250555046.94850448,251271602.19536015
5819,249671111.99291992,250528392.5941579,250494144.73343262,250486114.04646426,250972693.89280608
5820,250719487.46435547,250032959.1576336,250016761.7178775,249985157.9554689,249671111.993026
5821,251097129.44848633,250326600.35865402,250330786.94977042,250318588.07454583,250719487.46423548
5822,251905349.77294922,250502314.45975512,250479502.95354265,250475784.07767782,251097129.44845432
5823,255882722.57861328,250870513.85412294,250836472.8921791,250832440.74597588,251905349.7728901
5824,251540134.4506836,252558390.1879079,252487619.42607817,252505027.5319937,255882722.5785744
5825,251993047.74169922,251238722.29142556,251108513.7599133,251055208.56649762,251540134.45061535
5826,249023368.91552734,251289025.00774926,251258555.40773198,251196389.8237539,251993047.7417165
5827,248554312.7368164,250105309.01937133,250078081.38757086,250009336.04834762,249023368.91563937
5828,246901370.55371094,249645710.01591328,249685247.65730274,249634939.09474137,248554312.73681465
5829,243387138.0361328,248816653.94283733,248870468.36225802,248836752.86148635,246901370.55377543
5830,248049407.16674805,247148525.51082176,247252210.29313403,247218870.16683078,243387138.0361379
5831,250644229.3227539,248539119.0887149,248687055.27829996,248738613.36311275,248049407.1667517
5832,249381331.11523438,249691359.86496493,249715556.88303217,249801330.49103376,250644229.32272464
5833,249174962.3359375,249444701.1717042,249423029.38624963,249461345.9788361,249381331.1151489
5834,247384316.3334961,249387130.15480152,249396222.3689894,249414385.26530755,249174962.336052
5835,254867684.77490234,248677135.17372096,248699250.74952552,248704476.85463524,247384316.3335541
5836,249658509.95776367,251490584.23083517,251510747.68660045,251588673.16013128,254867684.77487025
5837,254870039.62768555,249999071.51961145,249884867.6373419,249885257.892165,249658509.95785967
5838,255554511.50390625,251931633.58548072,251913976.35447657,251929297.8113259,254870039.62766448
5839,255321132.43603516,252625223.15932092,252488629.35511112,252494980.39634702,255554511.50394857
5840,252015067.61914062,252824719.16407654,252686685.09927517,252643460.69641605,255321132.4359436
5841,254706974.61621094,251686603.26101208,251576670.37981617,251483935.99809864,252015067.6190533
5842,250798292.7463379,252615431.30346093,252567667.22257113,252504220.39534262,254706974.61617965
5843,254375501.91577148,251233432.80704987,251147423.30233258,251055874.42524758,250798292.7462836
5844,250394904.72314453,252411652.0456699,252396269.32928002,252342340.4243606,254375501.9156897
5845,252478476.07348633,251029964.32187104,250954053.29432398,250872278.3813676,250394904.7231372
5846,248046026.22607422,251640527.12279427,251647257.2519846,251584305.0780801,252478476.0735056
5847,249450862.7060547,249921998.97463542,249900315.07304776,249817849.06631982,248046026.2260167
